,NC Number,Created Date,NC Type,Discovery/Plant Area,Discovery/Plant Area Name,Product,Initial Failure Mode,Lot Number,Closed Date,NC TAT
3242,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19F10063X,2019-12-23 18:10:19.860,45.0
3243,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19F10063X,2019-12-23 18:10:19.860,45.0
3244,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3245,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3246,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3247,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3248,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3249,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3250,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3251,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3252,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3253,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3254,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3255,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3256,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3257,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3258,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3259,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3260,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3261,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3262,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3263,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3264,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3265,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3266,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3267,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3268,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3269,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3270,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3271,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3272,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3273,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3274,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3275,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3276,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3277,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3278,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3279,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3280,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3281,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3282,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3283,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3284,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3285,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3286,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3287,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3288,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3289,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3290,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3291,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3292,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3293,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3294,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3295,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3296,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3297,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3298,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10863X,2019-12-23 18:10:19.860,45.0
3299,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3300,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3301,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3302,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3303,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3304,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3305,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3306,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3307,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3308,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3309,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3310,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3311,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3312,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3313,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3314,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3315,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3316,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3317,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3318,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3319,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3320,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3321,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3322,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3323,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3324,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3325,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3326,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3327,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3328,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3329,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3330,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3331,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3332,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3333,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3334,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3335,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3336,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3337,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3338,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3339,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3340,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3341,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3342,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3343,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3344,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3345,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3346,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3347,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3348,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3349,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3350,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3351,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3352,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3353,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19J10963X,2019-12-23 18:10:19.860,45.0
3354,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3355,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3356,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3357,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3358,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3359,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3360,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3361,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3362,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3363,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3364,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3365,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3366,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3367,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3368,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3369,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3370,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3371,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3372,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3373,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3374,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3375,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3376,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3377,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3378,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3379,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3380,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3381,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3382,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3383,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3384,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3385,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3386,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3387,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3388,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3389,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3390,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3391,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
3392,NC-IL081-17815,2019-11-07 21:29:02.990,Internal,S8K,Kahle-IL081,4502570,SFF-SA-V-Damaged Components 1,19K20563X,2019-12-23 18:10:19.860,45.0
